,Rank,Name,G,Fum. Gain,Int. Gain,Total Gain,Fum. Lost,Int. Lost,Total Lost,Margin,Margin/G
0,1,Washington,14,14,19,33,6,9,15,18,1.29
1,1,Western Michigan,14,11,15,26,4,4,8,18,1.29
2,3,Ohio State,13,6,21,27,5,7,12,15,1.15
3,4,San Diego State,14,3,26,29,9,6,15,14,1.00
4,4,Kansas State,13,9,16,25,7,5,12,13,1.00
5,4,Old Dominion,13,12,11,23,4,6,10,13,1.00
6,7,BYU,13,10,21,31,7,12,19,12,0.92
7,7,Kent State,12,12,12,24,5,8,13,11,0.92
8,9,Wisconsin,14,6,22,28,6,10,16,12,0.86
9,10,Idaho,13,11,17,28,6,11,17,11,0.85
10,10,Oklahoma State,13,11,14,25,10,4,14,11,0.85
11,12,Troy,13,8,22,30,7,13,20,10,0.77
12,13,Tulane,12,15,12,27,10,8,18,9,0.75
13,14,South Florida,13,11,15,26,9,8,17,9,0.69
14,14,Northwestern,13,9,16,25,7,9,16,9,0.69
15,14,Miami (Florida),13,11,8,19,3,7,10,9,0.69
16,17,Alabama,15,13,16,29,10,9,19,10,0.67
17,17,Charlotte,12,7,16,23,9,6,15,8,0.67
18,19,Memphis,13,13,16,29,11,10,21,8,0.62
19,19,Wake Forest,13,15,12,27,6,13,19,8,0.62
20,19,Georgia,13,12,15,27,10,9,19,8,0.62
21,19,Minnesota,13,16,9,25,5,12,17,8,0.62
22,19,Appalachian State,13,1,20,21,5,8,13,8,0.62
23,24,Boston College,13,15,12,27,12,8,20,7,0.54
24,24,South Carolina,13,12,15,27,13,7,20,7,0.54
25,24,Mississippi State,13,9,14,23,6,10,16,7,0.54
26,24,Michigan,13,6,13,19,5,7,12,7,0.54
27,28,Utah,13,13,18,31,17,8,25,6,0.46
28,28,Washington State,13,11,12,23,5,12,17,6,0.46
29,28,Air Force,13,8,15,23,9,8,17,6,0.46
30,28,Iowa,13,9,9,18,2,10,12,6,0.46
31,32,Colorado,14,11,15,26,9,11,20,6,0.43
32,32,Temple,14,13,12,25,6,13,19,6,0.43
33,34,Arkansas State,13,11,11,22,8,9,17,5,0.38
34,34,Nebraska,13,3,16,19,5,9,14,5,0.38
35,36,Marshall,12,12,8,20,4,12,16,4,0.33
36,36,Nevada,12,10,5,15,2,9,11,4,0.33
37,38,West Virginia,13,11,14,25,10,11,21,4,0.31
38,38,Vanderbilt,13,14,5,19,4,11,15,4,0.31
39,38,Georgia Tech,13,8,11,19,11,4,15,4,0.31
40,41,California,12,7,11,18,3,12,15,3,0.25
41,42,Texas A&M,13,12,12,24,12,9,21,3,0.23
42,42,Florida State,13,8,15,23,12,8,20,3,0.23
43,42,UTSA,13,11,7,18,7,8,15,3,0.23
44,42,Auburn,13,6,11,17,8,6,14,3,0.23
45,46,Wyoming,14,12,15,27,9,15,24,3,0.21
46,47,SMU,12,8,18,26,7,17,24,2,0.17
47,47,UNLV,12,10,5,15,3,10,13,2,0.17
48,49,Florida,13,8,16,24,7,15,22,2,0.15
49,49,North Carolina State,13,12,10,22,8,12,20,2,0.15
50,49,Stanford,13,6,14,20,9,9,18,2,0.15
51,52,Western Kentucky,14,7,14,21,11,8,19,2,0.14
52,52,Navy,14,11,7,18,9,7,16,2,0.14
53,54,UCF,13,11,15,26,16,9,25,1,0.08
54,54,Eastern Michigan,13,13,11,24,6,17,23,1,0.08
55,54,Cincinnati,12,7,17,24,8,15,23,1,0.08
56,54,New Mexico State,12,10,13,23,7,15,22,1,0.08
57,54,North Texas,13,8,14,22,8,13,21,1,0.08
58,54,Miami (Ohio),13,7,14,21,13,7,20,1,0.08
59,54,Oregon State,12,13,7,20,8,11,19,1,0.08
60,54,Pittsburgh,13,10,9,19,9,9,18,1,0.08
61,54,Georgia Southern,12,10,9,19,9,9,18,1,0.08
62,54,Louisiana-Lafayette,13,8,10,18,4,13,17,1,0.08
63,64,Ohio,14,11,15,26,13,12,25,1,0.07
64,64,Penn State,14,11,10,21,12,8,20,1,0.07
65,64,Louisiana Tech,14,9,9,18,8,9,17,1,0.07
66,67,Tulsa,13,11,10,21,9,12,21,0,0.00
67,67,USC,13,6,14,20,9,11,20,0,0.00
68,67,Oklahoma,13,8,9,17,9,8,17,0,0.00
69,67,LSU,12,8,9,17,10,7,17,0,0.00
70,71,Clemson,15,7,20,27,11,17,28,-1,-0.07
71,71,Virginia Tech,14,9,16,25,18,8,26,-1,-0.07
72,73,San Jose State,12,9,10,19,5,15,20,-1,-0.08
73,73,Syracuse,12,9,10,19,7,13,20,-1,-0.08
74,73,Northern Illinois,12,2,14,16,4,13,17,-1,-0.08
75,73,Colorado State,13,6,8,14,8,7,15,-1,-0.08
76,73,New Mexico,13,5,8,13,8,6,14,-1,-0.08
77,78,Tennessee,13,13,11,24,14,12,26,-2,-0.15
78,78,South Alabama,13,10,10,20,8,14,22,-2,-0.15
79,78,Middle Tennessee,13,8,11,19,6,15,21,-2,-0.15
80,78,North Carolina,13,13,1,14,10,6,16,-2,-0.15
81,82,UCLA,12,8,15,23,9,16,25,-2,-0.17
82,82,Illinois,12,11,7,18,11,9,20,-2,-0.17
83,84,Army,13,5,17,22,14,11,25,-3,-0.23
84,85,Texas,12,10,10,20,11,12,23,-3,-0.25
85,85,Missouri,12,5,15,20,13,10,23,-3,-0.25
86,85,Mississippi,12,8,8,16,5,14,19,-3,-0.25
87,85,Iowa State,12,4,9,13,8,8,16,-3,-0.25
88,85,Oregon,12,3,9,12,9,6,15,-3,-0.25
89,90,Arkansas,13,11,10,21,10,15,25,-4,-0.31
90,90,TCU,13,8,8,16,6,14,20,-4,-0.31
91,90,Toledo,13,4,6,10,5,9,14,-4,-0.31
92,93,Duke,12,9,10,19,14,9,23,-4,-0.33
93,93,Arizona State,12,8,9,17,7,14,21,-4,-0.33
94,93,Notre Dame,12,6,8,14,9,9,18,-4,-0.33
95,93,Texas Tech,12,8,5,13,6,11,17,-4,-0.33
96,97,Baylor,13,10,12,22,12,15,27,-5,-0.38
97,98,Georgia State,12,7,11,18,8,15,23,-5,-0.42
98,98,Florida Atlantic,12,5,10,15,7,13,20,-5,-0.42
99,98,Rutgers,12,6,8,14,12,7,19,-5,-0.42
100,98,Michigan State,12,5,8,13,7,11,18,-5,-0.42
101,98,UTEP,12,5,6,11,8,8,16,-5,-0.42
102,98,Utah State,12,3,7,10,6,9,15,-5,-0.42
103,104,Indiana,13,10,13,23,11,18,29,-6,-0.46
104,104,Central Michigan,13,5,13,18,8,16,24,-6,-0.46
105,106,Buffalo,12,8,5,13,8,11,19,-6,-0.50
106,107,Louisville,13,10,15,25,22,10,32,-7,-0.54
107,107,Kentucky,13,8,13,21,16,12,28,-7,-0.54
108,107,Houston,13,11,7,18,10,15,25,-7,-0.54
109,107,Maryland,13,7,5,12,10,9,19,-7,-0.54
110,111,Hawai'i,14,6,11,17,10,15,25,-8,-0.57
111,112,Arizona,12,6,8,14,9,12,21,-7,-0.58
112,112,Rice,12,6,5,11,8,10,18,-7,-0.58
113,114,Akron,12,6,8,14,8,14,22,-8,-0.67
114,114,Connecticut,12,4,7,11,8,11,19,-8,-0.67
115,116,Boise State,13,2,7,9,10,8,18,-9,-0.69
116,117,Virginia,12,8,9,17,10,16,26,-9,-0.75
117,117,Florida International,12,8,6,14,6,17,23,-9,-0.75
118,117,Fresno State,12,4,5,9,5,13,18,-9,-0.75
119,120,Massachusetts,12,11,4,15,10,15,25,-10,-0.83
120,120,Ball State,12,7,7,14,9,15,24,-10,-0.83
121,122,Louisiana-Monroe,12,7,6,13,8,16,24,-11,-0.92
122,123,Kansas,12,12,10,22,14,22,36,-14,-1.17
123,123,Texas State,12,8,3,11,8,17,25,-14,-1.17
124,125,Southern Mississippi,13,5,10,15,16,16,32,-17,-1.31
125,126,Bowling Green,12,8,9,17,8,25,33,-16,-1.33
126,126,East Carolina,12,3,5,8,12,12,24,-16,-1.33
127,128,Purdue,12,4,12,16,8,25,33,-17,-1.42
